# Data Set (v1): LOC-SM-TR
# Nov 2014
# AA1-2014 CUP: http://www.di.unipi.it/~micheli/DID/CUP-AA1/2014
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2014
# 
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs

1,2.086960,1.044918,0.223388,0.398392,-0.305682,-2.479784,-1.462774,-1.743191,-1.743191,-1.401251
2,1.514813,1.776795,0.639824,0.257544,-0.580706,-2.008496,-1.118299,-0.922329,-0.922329,-1.341457
3,-0.201629,0.538235,0.996769,1.454750,2.352881,-0.217599,-0.842718,-0.417184,-0.417184,-0.863105
4,1.285954,1.607900,0.401861,0.046273,-2.505872,-1.348691,-0.980509,-0.985472,-0.985472,-1.162075
5,0.713807,0.538235,0.937279,1.313902,0.886087,-0.311856,-0.911613,-0.164611,-0.164611,-0.564135
6,0.599377,1.382708,1.770151,1.102630,-0.122333,-1.725722,-1.049404,-1.111759,-1.111759,-1.341457
7,-1.231494,-1.038114,-1.739811,-1.080509,-0.764055,-0.500372,0.604079,0.971967,0.971967,1.588447
8,-0.945421,-0.756623,-0.549994,-1.080509,-0.397357,0.159432,1.430820,1.161396,1.161396,0.930714
9,0.198874,0.481937,0.758806,0.750511,2.169532,-0.029083,0.672974,-0.038324,-0.038324,-0.444547
10,-1.231494,-1.038114,-1.085412,-1.010085,-1.772475,-0.311856,0.672974,0.908824,0.908824,1.349271
11,-1.288709,-0.475132,-0.490503,-0.587542,-0.855729,0.724979,1.086345,1.413969,1.413969,0.751332
12,-0.544917,-0.925518,-1.085412,-0.587542,-0.030658,0.347948,1.430820,0.151105,0.151105,0.571950
13,0.198874,0.650831,0.461352,0.046273,1.619484,1.196267,0.741869,0.087962,0.087962,0.332774
14,0.942666,0.876024,1.175242,1.806869,1.069437,0.065175,-0.567138,-0.985472,-0.985472,-0.803311
15,0.599377,0.763428,1.353715,1.666021,-0.397357,-1.160176,-0.911613,-1.301188,-1.301188,-1.162075
16,0.599377,0.650831,0.996769,1.736445,1.344460,0.630721,-1.049404,-0.669756,-0.669756,-1.221869
17,0.427733,0.650831,0.877788,1.736445,1.069437,-0.594630,-1.256089,-0.417184,-0.417184,-1.341457
